"artificial_bed_id","code","code2","bed_thickness","gravel_fraction","heterolithic_fraction","gs_category","combined_trend","lam_category","log_ID","element_ID","subset_ID","case_study_ID","system_ID","element_interpret","element_general_type","element_length","element_length_type","element_width","element_width_type","element_thickness","element_thickness_type","data_type","facies_suit_proportions_type","cs_name","cs_age_from","cs_age_to","sys_name","sys_age_from","sys_age_to","palaeo_lat_range","palaeo_latitude","palaeo_lat_hemisphere","sand_fraction","sys_gs_category","age","epoch","period","era","start_ma","end_ma","climate","vegetation","supercontinent_setting","climate_phases","age_order","period_order","era_order","period_color"
12365,"S-N-m","N-m",0.1,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12366,"S-N-m","N-m",0.32,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12367,"S-N-m","N-m",0.21,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12368,"S-N-m","N-m",0.26,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12369,"S-F-x","F-x",1.42,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12370,"S-N-x","N-x",0.68,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12371,"S-N-m","N-m",0.69,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12372,"S-F-x","F-x",1.27,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12373,"S-N-x","N-x",1.44,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12374,"S-F-x","F-x",0.65,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12375,"S-N-m","N-m",0.16,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12376,"S-N-m","N-m",0.1,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12377,"S-N-m","N-m",0.09,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12378,"S-F-x","F-x",0.86,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12379,"S-N-m","N-m",1.75,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12380,"S-N-m","N-m",0.49,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12381,"S-N-m","N-m",0.42,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12382,"S-F-x","F-x",1.74,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12383,"S-N-m","N-m",0.29,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12384,"S-N-l","N-l",0.53,0,0,"S","N","l",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12385,"S-F-x","F-x",4.36,0,0,"S","F","x",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12386,"S-N-m","N-m",0.06,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12387,"S-N-m","N-m",0.09,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12388,"S-N-m","N-m",0.07,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12389,"S-N-m","N-m",0.12,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12390,"S-N-m","N-m",0.08,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12391,"S-N-m","N-m",0.07,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12392,"S-N-m","N-m",0.07,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12393,"S-N-m","N-m",0.09,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12394,"S-N-x","N-x",1.36,0,0,"S","N","x",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12395,"S-F-x","F-x",0.87,0,0,"S","F","x",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12396,"S-N-m","N-m",1.25,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12397,"S-N-m","N-m",1.18,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12398,"S-N-x","N-x",2,0,0,"S","N","x",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12399,"S-N-x","N-x",1.36,0,0,"S","N","x",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12400,"S-N-x","N-x",1.24,0,0,"S","N","x",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12401,"S-N-x","N-x",3.23,0,0,"S","N","x",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12402,"S-N-m","N-m",0.1,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12403,"S-N-m","N-m",0.1,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12404,"S-N-m","N-m",0.09,0,0,"S","N","m",2218,4601,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,38.3400001525879,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
